index,questions,keys,datadic,col_name,assessment,domains,measures
4937,helpful someone hurt upset feeling ill,SDQ_09,SDQ,"SDQ,SDQ_09",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4938,constantly fidgeting squirming,SDQ_10,SDQ,"SDQ,SDQ_10",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4939,least one good friend,SDQ_11,SDQ,"SDQ,SDQ_11",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4940,often fights children bullies often fights youth bullies,SDQ_12,SDQ,"SDQ,SDQ_12",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4941,often unhappy depressed tearful,SDQ_13,SDQ,"SDQ,SDQ_13",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4942,generally liked children generally liked youth,SDQ_14,SDQ,"SDQ,SDQ_14",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4943,easily distracted concentration wanders,SDQ_15,SDQ,"SDQ,SDQ_15",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4944,nervous new situations easily loses confidence,SDQ_16,SDQ,"SDQ,SDQ_16",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4945,kind younger children,SDQ_17,SDQ,"SDQ,SDQ_17",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4946,often lies cheats,SDQ_18,SDQ,"SDQ,SDQ_18",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4947,picked bullied children picked bullied youth,SDQ_19,SDQ,"SDQ,SDQ_19",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4948,often offers help others parents teachers children,SDQ_20,SDQ,"SDQ,SDQ_20",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4949,thinks things acting,SDQ_21,SDQ,"SDQ,SDQ_21",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4950,steals home school elsewhere,SDQ_22,SDQ,"SDQ,SDQ_22",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4951,gets along better adults children gets along better adults youth,SDQ_23,SDQ,"SDQ,SDQ_23",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4952,many fears easily scared,SDQ_24,SDQ,"SDQ,SDQ_24",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4953,good attention span sees chores homework end,SDQ_25,SDQ,"SDQ,SDQ_25",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4954,overall think difficulties one following areas emotions concentration behavior able get people,SDQ_26,SDQ,"SDQ,SDQ_26",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4955,long difficulties present,SDQ_27,SDQ,"SDQ,SDQ_27",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4956,difficulties upset distress,SDQ_28,SDQ,"SDQ,SDQ_28",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4957,difficulties interfere everyday life following areas home life,SDQ_29_a,SDQ,"SDQ,SDQ_29_a",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4958,difficulties interfere everyday life following areas friendships,SDQ_29_b,SDQ,"SDQ,SDQ_29_b",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4959,difficulties interfere everyday life following areas classroom learning,SDQ_29_c,SDQ,"SDQ,SDQ_29_c",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4960,difficulties interfere everyday life following areas leisure activities,SDQ_29_d,SDQ,"SDQ,SDQ_29_d",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4961,difficulties put burden family whole,SDQ_30,SDQ,"SDQ,SDQ_30",Parent Measures,Demographic_Questionnaire_Measures,Strengths and Difficulties Questionnaire (with impact supplement)
4971,many hours sleep get nights,SDS_01,SDS,,,,
4972,long going bed usually fall asleep,SDS_02,SDS,,,,
4973,goes bed reluctantly,SDS_03,SDS,,,,
4974,difficulty getting sleep night,SDS_04,SDS,,,,
4975,feels anxious afraid falling asleep,SDS_05,SDS,,,,
4976,startles jerks parts body falling asleep,SDS_06,SDS,,,,
4977,shows repetitive actions rocking head banging falling asleep,SDS_07,SDS,,,,
4978,experiences vivid dream like scenes falling asleep,SDS_08,SDS,,,,
4979,sweats excessively falling asleep,SDS_09,SDS,,,,
4980,wakes twice per night,SDS_10,SDS,,,,
4981,waking night difficulty fall asleep,SDS_11,SDS,,,,
4982,frequent twitching jerking legs asleep often changes position night kicks covers bed,SDS_12,SDS,,,,
4983,difficulty breathing night,SDS_13,SDS,,,,
4984,gasps breath unable breathe sleep,SDS_14,SDS,,,,
4985,snores,SDS_15,SDS,,,,
4986,sweats excessively night,SDS_16,SDS,,,,
4987,observed sleepwalking,SDS_17,SDS,,,,
4988,observed talking sleep,SDS_18,SDS,,,,
4989,grinds teeth sleep,SDS_19,SDS,,,,
4990,wakes sleep screaming confused cannot seem get memory events next morning,SDS_20,SDS,,,,
4991,nightmares remember,SDS_21,SDS,,,,
4992,unusually difficult wake morning,SDS_22,SDS,,,,
4993,awakes morning feeling tired,SDS_23,SDS,,,,
4994,feels unable move waking morning,SDS_24,SDS,,,,
4995,experiences daytime somnolence,SDS_25,SDS,,,,
4996,falls asleep suddenly inappropriate situations,SDS_26,SDS,,,,
4997,disorders initiating maintaining sleep,SDS_DIMS_Raw,SDS,,,,
4999,sleep breathing disorders,SDS_SBD_Raw,SDS,,,,
5001,disorders arousal,SDS_DA_Raw,SDS,,,,
5003,sleep wake transition disorders,SDS_SWTD_Raw,SDS,,,,
5005,disorders excessive somnolence,SDS_DOES_Raw,SDS,,,,
5007,sleep hyperhydrosis,SDS_SHY_Raw,SDS,,,,
5011,seems much fidgety social situations alone,SRS_01,SRS,"SRS,SRS_01",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5012,expressions face match saying,SRS_02,SRS,"SRS,SRS_02",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5013,seems self confident interacting others,SRS_03,SRS,"SRS,SRS_03",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5014,stress shows rigid inflexible patterns behavior seem odd,SRS_04,SRS,"SRS,SRS_04",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5015,recognize others trying take advantage,SRS_05,SRS,"SRS,SRS_05",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5017,aware others thinking feeling,SRS_07,SRS,"SRS,SRS_07",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5018,behaves ways seem strange bizarre,SRS_08,SRS,"SRS,SRS_08",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5019,clings adults seems dependent,SRS_09,SRS,"SRS,SRS_09",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5020,takes things literally get real meaning conversation,SRS_10,SRS,"SRS,SRS_10",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5021,good self confidence,SRS_11,SRS,"SRS,SRS_11",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5022,able communicate feelings others,SRS_12,SRS,"SRS,SRS_12",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5023,awkward turn taking interactions peers e g seem understand give take conversations,SRS_13,SRS,"SRS,SRS_13",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5024,well coordinated,SRS_14,SRS,"SRS,SRS_14",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5025,able understand meaning people tone voice facial expressions,SRS_15,SRS,"SRS,SRS_15",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5026,avoids eye contact unusual eye contact,SRS_16,SRS,"SRS,SRS_16",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5027,recognizes something unfair,SRS_17,SRS,"SRS,SRS_17",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5028,difficulty making friends even trying best,SRS_18,SRS,"SRS,SRS_18",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5029,gets frustrated trying get ideas across conversations,SRS_19,SRS,"SRS,SRS_19",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5030,shows unusual sensory interests e g mouthing spinning objects strange ways playing toys,SRS_20,SRS,"SRS,SRS_20",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5031,able imitate others actions,SRS_21,SRS,"SRS,SRS_21",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5032,plays appropriately children age,SRS_22,SRS,"SRS,SRS_22",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5033,join group activities unless told,SRS_23,SRS,"SRS,SRS_23",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5034,difficulty children changes routine,SRS_24,SRS,"SRS,SRS_24",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5035,seem mind step wavelength others,SRS_25,SRS,"SRS,SRS_25",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5036,offers comfort others sad,SRS_26,SRS,"SRS,SRS_26",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5037,avoids starting social interactions peers adults,SRS_27,SRS,"SRS,SRS_27",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5038,thinks talks thing,SRS_28,SRS,"SRS,SRS_28",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5039,regarded children odd weird,SRS_29,SRS,"SRS,SRS_29",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5040,becomes upset situation lots things going,SRS_30,SRS,"SRS,SRS_30",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5041,get mind something starts thinking,SRS_31,SRS,"SRS,SRS_31",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5042,good personal hygiene,SRS_32,SRS,"SRS,SRS_32",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5043,socially awkward even trying polite,SRS_33,SRS,"SRS,SRS_33",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5044,avoids people want emotionally close,SRS_34,SRS,"SRS,SRS_34",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5045,trouble keeping flow normal conversation,SRS_35,SRS,"SRS,SRS_35",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5046,difficulty relating adults,SRS_36,SRS,"SRS,SRS_36",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5047,difficulty relating peers,SRS_37,SRS,"SRS,SRS_37",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5048,responds appropriately mood changes others e g friend playmate mood changes happy sad,SRS_38,SRS,"SRS,SRS_38",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5049,unusally narrow interests,SRS_39,SRS,"SRS,SRS_39",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5050,imaginative good pretending without losing touch reality,SRS_40,SRS,"SRS,SRS_40",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5051,wanders aimlessly one activity another,SRS_41,SRS,"SRS,SRS_41",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5052,seems overly sensitive sounds textures smells,SRS_42,SRS,"SRS,SRS_42",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5053,separates easily caregivers,SRS_43,SRS,"SRS,SRS_43",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5054,understand events relate one another cause effect way children age,SRS_44,SRS,"SRS,SRS_44",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5055,focuses attention others looking listening,SRS_45,SRS,"SRS,SRS_45",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5056,overly serious facial expressions,SRS_46,SRS,"SRS,SRS_46",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5057,silly laughs inappropriately,SRS_47,SRS,"SRS,SRS_47",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5058,sense humor understands jokes,SRS_48,SRS,"SRS,SRS_48",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5059,extremely well tasks well tasks,SRS_49,SRS,"SRS,SRS_49",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5060,repetitive odd behaviors hand flapping rocking,SRS_50,SRS,"SRS,SRS_50",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5061,difficulty answering questions directly ends talking around subject,SRS_51,SRS,"SRS,SRS_51",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5063,talks people unusual tone voice e g talks like robot like giving lecture,SRS_53,SRS,"SRS,SRS_53",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5066,walks two people talking,SRS_56,SRS,"SRS,SRS_56",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5068,concentrates much parts things rather seeing whole picture example asked describe happened story may talk kind clothes characters wearing,SRS_58,SRS,"SRS,SRS_58",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5069,overly suspicious,SRS_59,SRS,"SRS,SRS_59",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5070,emotionally distant show feelings,SRS_60,SRS,"SRS,SRS_60",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5071,inflexible hard time changing mind,SRS_61,SRS,"SRS,SRS_61",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5072,give unusual illogical reasons things,SRS_62,SRS,"SRS,SRS_62",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5073,touches others unusual way e g may touch someone make contact walk away without saying anything,SRS_63,SRS,"SRS,SRS_63",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5074,tense social settings,SRS_64,SRS,"SRS,SRS_64",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5075,stares gazes space,SRS_65,SRS,"SRS,SRS_65",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5076,social awareness,SRS_AWR,SRS,"SRS,SRS_AWR",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
5078,social cognition,SRS_COG,SRS,"SRS,SRS_COG",Parent Measures,Demographic_Questionnaire_Measures,Social Responsiveness Scale-2
